speaker_id,form_id,grade,classification,asr_transcription,wav_path,prompt,example,confidence_score,acoustic_score,lm_score,pitch,intensity,pause(sec),silence(sec),duration(sec),wpm,total_num_word,level_1,level_2,level_3,seq_len,key1,key2,key3,key4,avg,all_avg_score,Threshold_Count
82010101019,IS_1764,4.5,1,"This may be a restaurant because it has some chairs and some round tables on there and the drinks and plates, fork and spoons on the table. And the woman in the middle of the picture is playing violin and performing forward a lot of people. I think this place should not be a better place. There must be a better place to help this activity. Maybe on the stage. Or I think the restaurant is not the best place to help this activity. Because I think that people go to the restaurant eating not just for enjoy the performing and the people in the picture they wear dress and some suit and they this may be this may be a year-end party or some official event I think and the woman",/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082010101019_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8406,0.90664,4.48827,307.7155,0.0028070063796635,66.95,28.47,89.8,1.47,132,100.0,0.0,0.0,7,0.6174,0.60095,0.50753,0.0,0.43147,0.4722,2
82010101026,IS_1764,4.5,1,I guess this place is in a hotel because the carpet and the light looks like hotel's furniture. And the lady in the picture of the middle with a black dress was playing violin. And the girl next to her with a red skirt was videoing her. Maybe the girl with the red skirt thinks the girl with the black dress is good at violin. And I think it's perfect for violin to play. at this hotel because the light looks beautiful and all of them were formal so I think it's great to let us listen to the violin in the hotel and I think the boy with the black shirt next to the black dress girl is a bit weird because he keeps looking at his feet And beside the red dress girl there's other boys and girls who are still videoing the black dress girl too.,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082010101026_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8397,0.89264,3.99947,354.3356,0.0056027397337969,19.81,5.47,72.53,2.054,149,95.0,0.0,5.0,6,0.6085,0.56797,0.5864,0.5971,0.58999,0.4964,2
82010101034,IS_1764,4.5,1,This is most probably in the hotel where they hold the banquet or wedding and the woman standing in the middle is playing playing violin and it's a perfect place to hold such events because it's a very private place you can enjoy the atmosphere very easily and people are dressed in a formal dress code they look like they're having a good time okay and how do I know because I'm married I know places like this and Looks like some place in Shin Ito district in Taipei very night very good view as well Very nice vibe,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082010101034_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.7791,0.91229,4.25919,361.2296,0.0089947369027261,2.94,0.0,82.74,1.196,99,89.0,8.0,4.0,1,0.0,0.4651,0.0,0.0,0.11628,0.4429,0
82010201002,IS_1764,2.5,0,This is a restaurant because there are plates and table and some drink. She is playing violin because she is taking Because she is holding it No because the other people maybe don't like it. The woman who is playing violin is wearing a black dress.,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082010201002_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8333,0.88965,5.67473,795.1282,0.0119955555949774,0.0,0.0,78.77,0.584,46,96.0,0.0,4.0,3,0.7882,0.5796,0.0,0.7524,0.53005,0.5613,3
82010201010,IS_1764,4.5,1,"If I am not mistaken, it might be in a restaurant. And the lady in the picture is playing the violin. I think restaurant is very good to having wedding or something. And I also think restaurant is a good place. Lady in red is very beautiful because I like red and I like dress too. And I don't know what the man is looking for the lady in black. I think his face is weird and there are many people there taking a picture of the ladies playing the violin. I hope I can become this people because I like violin. I think Valley is very cool, I hope I can play it very well. There's a woman, it's laughing. I don't know what it's laughing for, but it's taking an iPad and many people are taking pictures.",/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082010201010_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8051,0.874,3.466,572.9951,0.0323683872127965,0.0,0.0,82.03,1.695,139,96.0,0.0,4.0,11,0.5219,0.58198,0.5567,0.0,0.41514,0.4796,1
82010201030,IS_1764,4.5,1,"It might be a restaurant or maybe a ball because I saw many people's wearing like dress and suits look for looks and The woman standing in the middle is playing the violin and I think this place is good for this activities because The feelings here is very good good, it's very elegant and it might be a dinner and I think dinner should be with the music. The woman is filming the violin player is wearing a red dress but actually I don't really like the red dress and I think the violin player is very beautiful and graceful and she wears a long dress in black and with high heels.",/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082010201030_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8462,0.91725,3.69605,423.9121,0.0440016949857127,0.0,0.0,75.58,1.495,113,93.0,7.000000000000001,0.0,2,0.0,0.5242,0.0,0.6195,0.28592,0.5084,1
82010201056,IS_1764,2.5,0,This is the hotel restaurant because has a lot of people and People were pretty They are play piano play violin and drinking The woman wears a long dress and another woman wears a red dress.,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082010201056_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8098,0.96598,5.91109,461.0155,0.0340025639639068,0.0,0.0,87.62,0.411,36,100.0,0.0,0.0,1,0.0,0.0,0.0,0.558,0.1395,0.5143,0
82010201057,IS_1764,2.5,0,there is a restaurant cause everybody is eating and drinking. The lady in the middle is playing violin. I think this is some party or somebody's birthday cause the left ready she wears in red. must be good things in Chinese culture so I think maybe she is the boss maybe today is her birthday party the man who sent beside in her thing seems like oh I see they all wear very famous,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082010201057_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8462,0.92116,5.56377,495.6894,0.0311289157112499,0.0,0.0,71.26,1.038,74,98.0,2.0,0.0,4,0.6173,0.64025,0.4952,0.0,0.43819,0.5101,3
82020501010,IS_1764,4.5,1,"This might be a place where it's... when a group of people they meet each other, maybe they're friends and they come to a New Year's Eve dinner. Yes. It also might be a wedding place and people like to talk, they like to eat together. And I know this from a lot of people and there's performers playing violin and many people are sitting in circles talking and eating. The woman in the middle might be playing violin as a performer and I think this place is perfect for having this kind of eating because you can see the views outside and the space is big enough for a lot of people to come in. And like the woman",/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082020501010_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8177,0.91975,3.52972,486.163,0.0309303280702776,0.0,0.0,89.95,1.334,120,98.0,2.0,0.0,6,0.42065,0.52193,0.5048,0.0,0.36185,0.4454,0
82020501017,IS_1764,4.5,1,This might be a festival in a restaurant because there is tables and chairs and food on all the tables. The woman in the picture might be playing violin because she is standing and playing violin. I think this place is good for this condition because this might be a company cheering for their work. The woman playing the violin wears a black dress and a black shoe. She has a watch on his left hand. The woman in the red dress is taking a picture at her. She is beautiful and she seems kind. The whole place seems happy and wonderful.,/share/corpus/LTTC2023/IS-1764_sliced/IS-1764_sliced/082020501017_300.wav,"Where was this picture probably taken? What makes you think so? What is the woman standing in the middle doing? Do you think it is suitable to host this kind of event here? Why? If you still have time, please describe what people are wearing and other details of this picture.","This looks like a restaurant because there's a big table and some chairs around it. There're also some plates and glasses of wine on the table. On the right, a waiter is serving some food. And the woman standing in the center is playing the violin. She must be very professional because all the guests are concentrating on her performance and some even took out their cell phones to record it. I think this kind of activity is suitable for this occasion because beautiful melodies not only make people feel happy, but increase their appetite! The musician is wearing a black wrap dress with splits and a pair of high heels. The female guest standing in front of her is wearing a bright orange dress, and most of the male guests are wearing shirts.",0.8312,0.90668,3.46223,514.1668,0.0207663551451655,0.0,0.0,59.2,1.723,102,98.0,2.0,0.0,8,0.60145,0.60522,0.6334,0.7465,0.64664,0.519,5
